url,page_type,title,title_len,meta_desc_len,canonical,word_count,h2,media,schema_types,schema_issues,url_issues,style_issues,ok_title,ok_meta,ok_canonical,ok_content,ok_schema,ok_url,ok_style,score,notes
https://floodbarrierpros.com/flood-panels/miami,service,"Flood Panels in Miami, FL | Custom Installation | Flood Barrier Pros",68,152,https://floodbarrierpros.com/flood-panels/miami,899,4,0,"FAQPage,Question,Answer,BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,1,1,0,1,1,1,60,"High similarity vs tampa (J=0.5) || Title 68 chars (want 30-60) || Content: 899 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/altamonte-springs,service,"Flood Protection For Homes in Altamonte Springs, Seminole | Rubicon Flood Protection",84,191,https://floodbarrierpros.com/flood-protection-for-homes/altamonte-springs,979,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 84 chars (want 30-60) || Meta 191 chars (want 110-165) || Content: 979 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/anna-maria,service,"Flood Protection For Homes in Anna Maria, Manatee | Rubicon Flood Protection",76,183,https://floodbarrierpros.com/flood-protection-for-homes/anna-maria,975,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 76 chars (want 30-60) || Meta 183 chars (want 110-165) || Content: 975 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/apalachicola,service,"Flood Protection For Homes in Apalachicola, Franklin | Rubicon Flood Protection",79,186,https://floodbarrierpros.com/flood-protection-for-homes/apalachicola,953,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 79 chars (want 30-60) || Meta 186 chars (want 110-165) || Content: 953 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/apopka,service,"Flood Protection For Homes in Apopka, Orange | Rubicon Flood Protection",71,178,https://floodbarrierpros.com/flood-protection-for-homes/apopka,949,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 71 chars (want 30-60) || Meta 178 chars (want 110-165) || Content: 949 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/arcadia,service,"Flood Protection For Homes in Arcadia, DeSoto | Rubicon Flood Protection",72,179,https://floodbarrierpros.com/flood-protection-for-homes/arcadia,945,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.48) || Title 72 chars (want 30-60) || Meta 179 chars (want 110-165) || Content: 945 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/atlantic-beach,service,"Flood Protection For Homes in Atlantic Beach, Duval | Rubicon Flood Protection",78,185,https://floodbarrierpros.com/flood-protection-for-homes/atlantic-beach,975,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 78 chars (want 30-60) || Meta 185 chars (want 110-165) || Content: 975 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/auburndale,service,"Flood Protection For Homes in Auburndale, Polk | Rubicon Flood Protection",73,180,https://floodbarrierpros.com/flood-protection-for-homes/auburndale,945,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.48) || Title 73 chars (want 30-60) || Meta 180 chars (want 110-165) || Content: 945 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/aventura,service,"Flood Protection For Homes in Aventura, Miami-Dade | Rubicon Flood Protection",77,184,https://floodbarrierpros.com/flood-protection-for-homes/aventura,949,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 77 chars (want 30-60) || Meta 184 chars (want 110-165) || Content: 949 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/avon-park,service,"Flood Protection For Homes in Avon Park, Highlands | Rubicon Flood Protection",77,184,https://floodbarrierpros.com/flood-protection-for-homes/avon-park,979,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 77 chars (want 30-60) || Meta 184 chars (want 110-165) || Content: 979 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/bartow,service,"Flood Protection For Homes in Bartow, Polk | Rubicon Flood Protection",69,176,https://floodbarrierpros.com/flood-protection-for-homes/bartow,949,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 69 chars (want 30-60) || Meta 176 chars (want 110-165) || Content: 949 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/belle-isle,service,"Flood Protection For Homes in Belle Isle, Orange | Rubicon Flood Protection",75,182,https://floodbarrierpros.com/flood-protection-for-homes/belle-isle,979,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 75 chars (want 30-60) || Meta 182 chars (want 110-165) || Content: 979 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/blountstown,service,"Flood Protection For Homes in Blountstown, Calhoun | Rubicon Flood Protection",77,184,https://floodbarrierpros.com/flood-protection-for-homes/blountstown,953,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 77 chars (want 30-60) || Meta 184 chars (want 110-165) || Content: 953 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/boca-raton,service,"Flood Protection For Homes in Boca Raton, Palm | Rubicon Flood Protection",73,186,https://floodbarrierpros.com/flood-protection-for-homes/boca-raton,991,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.46) || Title 73 chars (want 30-60) || Meta 186 chars (want 110-165) || Content: 991 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/bonifay,service,"Flood Protection For Homes in Bonifay, Holmes | Rubicon Flood Protection",72,179,https://floodbarrierpros.com/flood-protection-for-homes/bonifay,953,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 72 chars (want 30-60) || Meta 179 chars (want 110-165) || Content: 953 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/bonita-springs,service,"Flood Protection For Homes in Bonita Springs, Lee | Rubicon Flood Protection",76,183,https://floodbarrierpros.com/flood-protection-for-homes/bonita-springs,979,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 76 chars (want 30-60) || Meta 183 chars (want 110-165) || Content: 979 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/boynton-beach,service,"Flood Protection For Homes in Boynton Beach, Palm | Rubicon Flood Protection",76,189,https://floodbarrierpros.com/flood-protection-for-homes/boynton-beach,987,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 76 chars (want 30-60) || Meta 189 chars (want 110-165) || Content: 987 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/bradenton,service,"Flood Protection For Homes in Bradenton, Manatee | Rubicon Flood Protection",75,182,https://floodbarrierpros.com/flood-protection-for-homes/bradenton,945,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.48) || Title 75 chars (want 30-60) || Meta 182 chars (want 110-165) || Content: 945 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/bristol,service,"Flood Protection For Homes in Bristol, Liberty | Rubicon Flood Protection",73,180,https://floodbarrierpros.com/flood-protection-for-homes/bristol,945,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.48) || Title 73 chars (want 30-60) || Meta 180 chars (want 110-165) || Content: 945 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/bronson,service,"Flood Protection For Homes in Bronson, Levy | Rubicon Flood Protection",70,177,https://floodbarrierpros.com/flood-protection-for-homes/bronson,941,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.48) || Title 70 chars (want 30-60) || Meta 177 chars (want 110-165) || Content: 941 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/brooksville,service,"Flood Protection For Homes in Brooksville, Hernando | Rubicon Flood Protection",78,185,https://floodbarrierpros.com/flood-protection-for-homes/brooksville,941,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.48) || Title 78 chars (want 30-60) || Meta 185 chars (want 110-165) || Content: 941 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/bunnell,service,"Flood Protection For Homes in Bunnell, Flagler | Rubicon Flood Protection",73,180,https://floodbarrierpros.com/flood-protection-for-homes/bunnell,945,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.48) || Title 73 chars (want 30-60) || Meta 180 chars (want 110-165) || Content: 945 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/bushnell,service,"Flood Protection For Homes in Bushnell, Sumter | Rubicon Flood Protection",73,180,https://floodbarrierpros.com/flood-protection-for-homes/bushnell,945,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.48) || Title 73 chars (want 30-60) || Meta 180 chars (want 110-165) || Content: 945 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/cape-coral,service,"Flood Protection For Homes in Cape Coral, Lee | Rubicon Flood Protection",72,179,https://floodbarrierpros.com/flood-protection-for-homes/cape-coral,975,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 72 chars (want 30-60) || Meta 179 chars (want 110-165) || Content: 975 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/cedar-key,service,"Flood Protection For Homes in Cedar Key, Levy | Rubicon Flood Protection",72,179,https://floodbarrierpros.com/flood-protection-for-homes/cedar-key,975,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 72 chars (want 30-60) || Meta 179 chars (want 110-165) || Content: 975 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/chipley,service,"Flood Protection For Homes in Chipley, Washington | Rubicon Flood Protection",76,183,https://floodbarrierpros.com/flood-protection-for-homes/chipley,945,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.48) || Title 76 chars (want 30-60) || Meta 183 chars (want 110-165) || Content: 945 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/clearwater,service,"Flood Protection For Homes in Clearwater, Pinellas | Rubicon Flood Protection",77,184,https://floodbarrierpros.com/flood-protection-for-homes/clearwater,1448,5,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.33) || Title 77 chars (want 30-60) || Meta 184 chars (want 110-165) || Content: 1448 words, 5 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/clermont,service,"Flood Protection For Homes in Clermont, Lake | Rubicon Flood Protection",71,178,https://floodbarrierpros.com/flood-protection-for-homes/clermont,945,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.48) || Title 71 chars (want 30-60) || Meta 178 chars (want 110-165) || Content: 945 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/clewiston,service,"Flood Protection For Homes in Clewiston, Hendry | Rubicon Flood Protection",74,181,https://floodbarrierpros.com/flood-protection-for-homes/clewiston,945,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.48) || Title 74 chars (want 30-60) || Meta 181 chars (want 110-165) || Content: 945 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/cocoa,service,"Flood Protection For Homes in Cocoa, Brevard | Rubicon Flood Protection",71,178,https://floodbarrierpros.com/flood-protection-for-homes/cocoa,949,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 71 chars (want 30-60) || Meta 178 chars (want 110-165) || Content: 949 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/cocoa-beach,service,"Flood Protection For Homes in Cocoa Beach, Brevard | Rubicon Flood Protection",77,184,https://floodbarrierpros.com/flood-protection-for-homes/cocoa-beach,983,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 77 chars (want 30-60) || Meta 184 chars (want 110-165) || Content: 983 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/coconut-creek,service,"Flood Protection For Homes in Coconut Creek, Broward | Rubicon Flood Protection",79,186,https://floodbarrierpros.com/flood-protection-for-homes/coconut-creek,983,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 79 chars (want 30-60) || Meta 186 chars (want 110-165) || Content: 983 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/coral-gables,service,"Flood Protection For Homes in Coral Gables, Miami-Dade | Rubicon Flood Protection",81,188,https://floodbarrierpros.com/flood-protection-for-homes/coral-gables,987,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.46) || Title 81 chars (want 30-60) || Meta 188 chars (want 110-165) || Content: 987 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/coral-springs,service,"Flood Protection For Homes in Coral Springs, Broward | Rubicon Flood Protection",79,186,https://floodbarrierpros.com/flood-protection-for-homes/coral-springs,991,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.46) || Title 79 chars (want 30-60) || Meta 186 chars (want 110-165) || Content: 991 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/crawfordville,service,"Flood Protection For Homes in Crawfordville, Wakulla | Rubicon Flood Protection",79,186,https://floodbarrierpros.com/flood-protection-for-homes/crawfordville,961,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 79 chars (want 30-60) || Meta 186 chars (want 110-165) || Content: 961 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/cross-city,service,"Flood Protection For Homes in Cross City, Dixie | Rubicon Flood Protection",74,181,https://floodbarrierpros.com/flood-protection-for-homes/cross-city,987,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.46) || Title 74 chars (want 30-60) || Meta 181 chars (want 110-165) || Content: 987 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/crystal-river,service,"Flood Protection For Homes in Crystal River, Citrus | Rubicon Flood Protection",78,185,https://floodbarrierpros.com/flood-protection-for-homes/crystal-river,983,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 78 chars (want 30-60) || Meta 185 chars (want 110-165) || Content: 983 words, 4 H2s, 0 media"
https://floodbarrierpros.com/flood-protection-for-homes/dade-city,service,"Flood Protection For Homes in Dade City, Pasco | Rubicon Flood Protection",73,180,https://floodbarrierpros.com/flood-protection-for-homes/dade-city,983,4,0,"BreadcrumbList,ListItem,Product,AggregateOffer,Review,Person,Rating,AggregateRating,Organization,LocalBusiness,OfferCatalog,Offer,City,PriceSpecification,AdministrativeArea,PostalAddress,WebPage,WebSite,SearchAction,Place,ContactPoint,Brand",,,,,,1,0,1,1,1,50,"High similarity vs tampa (J=0.47) || Title 73 chars (want 30-60) || Meta 180 chars (want 110-165) || Content: 983 words, 4 H2s, 0 media"
